Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,086088,2010,09,45.2,N
IDCJAC0001,086088,2010,10,184.3,Y
IDCJAC0001,086088,2010,11,115.3,Y
IDCJAC0001,086088,2010,12,104.1,Y
IDCJAC0001,086088,2011,01,88.0,Y
IDCJAC0001,086088,2011,03,44.1,Y
IDCJAC0001,086088,2011,04,113.4,Y
IDCJAC0001,086088,2011,05,93.4,Y
IDCJAC0001,086088,2011,06,46.1,Y
IDCJAC0001,086088,2011,07,58.8,Y
IDCJAC0001,086088,2011,08,25.8,Y
IDCJAC0001,086088,2011,09,97.0,Y
IDCJAC0001,086088,2011,10,74.4,Y
IDCJAC0001,086088,2011,11,152.3,Y
IDCJAC0001,086088,2011,12,69.6,Y
IDCJAC0001,086088,2012,01,53.0,Y
IDCJAC0001,086088,2012,02,68.1,Y
IDCJAC0001,086088,2012,03,62.2,Y
IDCJAC0001,086088,2012,04,96.4,Y
IDCJAC0001,086088,2012,05,123.1,Y
IDCJAC0001,086088,2012,06,101.8,Y
IDCJAC0001,086088,2012,07,72.9,Y
IDCJAC0001,086088,2012,08,62.6,Y
IDCJAC0001,086088,2012,09,52.4,Y
IDCJAC0001,086088,2012,10,37.6,Y
IDCJAC0001,086088,2012,11,38.6,Y
IDCJAC0001,086088,2012,12,30.6,Y
IDCJAC0001,086088,2013,01,10.4,Y
IDCJAC0001,086088,2013,02,75.4,Y
IDCJAC0001,086088,2013,04,23.7,Y
IDCJAC0001,086088,2013,05,49.4,Y
IDCJAC0001,086088,2013,06,100.6,Y
IDCJAC0001,086088,2013,07,76.1,Y
IDCJAC0001,086088,2013,08,67.6,Y
IDCJAC0001,086088,2013,09,79.0,Y
IDCJAC0001,086088,2013,10,62.2,Y
IDCJAC0001,086088,2013,11,98.8,Y
IDCJAC0001,086088,2013,12,58.5,Y
IDCJAC0001,086088,2014,01,20.6,Y
IDCJAC0001,086088,2014,02,26.0,Y
IDCJAC0001,086088,2014,03,23.0,Y
IDCJAC0001,086088,2014,04,86.8,Y
IDCJAC0001,086088,2014,05,46.6,Y
IDCJAC0001,086088,2014,06,69.5,Y
IDCJAC0001,086088,2014,08,33.4,Y
IDCJAC0001,086088,2014,09,52.4,Y
IDCJAC0001,086088,2014,10,47.4,Y
IDCJAC0001,086088,2014,11,71.3,Y
IDCJAC0001,086088,2014,12,53.4,Y
IDCJAC0001,086088,2015,01,40.0,Y
IDCJAC0001,086088,2015,02,35.4,Y
IDCJAC0001,086088,2015,03,15.4,Y
IDCJAC0001,086088,2015,05,69.2,Y
IDCJAC0001,086088,2015,06,44.6,Y
IDCJAC0001,086088,2015,07,77.3,Y
IDCJAC0001,086088,2015,09,39.6,Y
IDCJAC0001,086088,2015,10,17.7,Y
IDCJAC0001,086088,2015,11,45.9,Y
IDCJAC0001,086088,2015,12,50.0,Y
IDCJAC0001,086088,2016,01,57.6,Y
IDCJAC0001,086088,2016,02,22.6,Y
IDCJAC0001,086088,2016,03,43.0,Y
IDCJAC0001,086088,2016,04,54.2,Y
IDCJAC0001,086088,2016,05,81.4,Y
IDCJAC0001,086088,2016,06,86.6,Y
IDCJAC0001,086088,2016,07,93.2,Y
IDCJAC0001,086088,2016,08,66.3,Y
IDCJAC0001,086088,2016,09,85.9,Y
IDCJAC0001,086088,2016,10,105.1,Y
IDCJAC0001,086088,2016,11,52.8,Y
IDCJAC0001,086088,2016,12,71.3,Y
IDCJAC0001,086088,2017,01,39.6,Y
IDCJAC0001,086088,2017,02,80.5,Y
IDCJAC0001,086088,2017,03,44.4,Y
IDCJAC0001,086088,2017,04,117.1,Y
IDCJAC0001,086088,2017,05,36.0,Y
IDCJAC0001,086088,2017,06,27.1,Y
IDCJAC0001,086088,2017,07,38.7,Y
IDCJAC0001,086088,2017,08,72.2,Y
IDCJAC0001,086088,2017,09,37.0,Y
IDCJAC0001,086088,2017,10,53.1,Y
IDCJAC0001,086088,2017,11,37.2,Y
IDCJAC0001,086088,2017,12,131.1,Y
IDCJAC0001,086088,2018,02,0.0,Y
IDCJAC0001,086088,2018,03,19.6,Y
IDCJAC0001,086088,2018,04,20.6,Y
IDCJAC0001,086088,2018,05,68.4,Y
IDCJAC0001,086088,2018,06,55.4,Y
IDCJAC0001,086088,2018,07,31.5,Y
IDCJAC0001,086088,2018,08,54.7,Y
IDCJAC0001,086088,2018,09,23.0,Y
IDCJAC0001,086088,2018,10,25.6,Y
IDCJAC0001,086088,2018,12,95.4,Y
IDCJAC0001,086088,2019,01,9.0,Y
IDCJAC0001,086088,2019,02,17.2,Y
IDCJAC0001,086088,2019,03,35.4,Y
IDCJAC0001,086088,2019,04,17.4,Y
IDCJAC0001,086088,2019,05,72.8,Y
IDCJAC0001,086088,2019,06,74.7,Y
IDCJAC0001,086088,2019,07,63.0,Y
IDCJAC0001,086088,2019,08,75.1,Y
IDCJAC0001,086088,2019,09,67.6,Y
IDCJAC0001,086088,2019,10,33.6,Y
IDCJAC0001,086088,2019,11,56.5,Y
IDCJAC0001,086088,2019,12,11.0,Y
IDCJAC0001,086088,2020,01,101.5,Y
IDCJAC0001,086088,2020,02,81.7,Y
IDCJAC0001,086088,2020,03,87.8,Y
IDCJAC0001,086088,2020,04,170.4,Y
IDCJAC0001,086088,2020,05,73.8,Y
IDCJAC0001,086088,2020,06,46.6,Y
IDCJAC0001,086088,2020,07,35.0,Y
IDCJAC0001,086088,2020,08,84.3,Y
IDCJAC0001,086088,2020,09,46.0,Y
IDCJAC0001,086088,2020,10,98.2,N
IDCJAC0001,086088,2020,11,67.7,Y
IDCJAC0001,086088,2020,12,53.2,Y
IDCJAC0001,086088,2021,01,92.8,Y
IDCJAC0001,086088,2021,02,14.4,Y
IDCJAC0001,086088,2021,03,64.8,Y
IDCJAC0001,086088,2021,04,53.8,Y
IDCJAC0001,086088,2021,05,52.8,Y
IDCJAC0001,086088,2021,06,78.7,Y
IDCJAC0001,086088,2021,07,45.1,Y
IDCJAC0001,086088,2021,08,57.4,Y
IDCJAC0001,086088,2021,09,89.8,Y
IDCJAC0001,086088,2021,10,131.8,Y
IDCJAC0001,086088,2021,11,115.4,N
IDCJAC0001,086088,2021,12,25.1,N
IDCJAC0001,086088,2022,01,79.4,N
IDCJAC0001,086088,2022,02,10.6,Y
IDCJAC0001,086088,2022,03,62.8,N
IDCJAC0001,086088,2022,04,84.0,Y
IDCJAC0001,086088,2022,05,31.3,N
IDCJAC0001,086088,2022,06,67.4,N
IDCJAC0001,086088,2022,07,36.8,N
IDCJAC0001,086088,2022,08,94.1,N
IDCJAC0001,086088,2022,09,54.3,Y
IDCJAC0001,086088,2022,10,178.0,N
IDCJAC0001,086088,2022,11,129.2,N
IDCJAC0001,086088,2022,12,54.2,N
IDCJAC0001,086088,2023,01,14.4,Y
IDCJAC0001,086088,2023,02,40.4,N
IDCJAC0001,086088,2023,03,48.3,Y
IDCJAC0001,086088,2023,04,100.2,N
IDCJAC0001,086088,2023,05,91.0,Y
IDCJAC0001,086088,2023,06,34.6,N
IDCJAC0001,086088,2023,07,17.0,Y
IDCJAC0001,086088,2023,08,27.4,Y
IDCJAC0001,086088,2023,09,16.7,Y
IDCJAC0001,086088,2023,10,91.5,Y
IDCJAC0001,086088,2023,11,48.2,Y
IDCJAC0001,086088,2024,01,134.0,Y
IDCJAC0001,086088,2024,02,20.0,N
IDCJAC0001,086088,2024,03,5.0,N
IDCJAC0001,086088,2024,04,137.0,N
IDCJAC0001,086088,2024,05,34.3,N
IDCJAC0001,086088,2024,06,43.1,N
IDCJAC0001,086088,2024,07,111.4,N
IDCJAC0001,086088,2024,08,28.6,N
